JLPTレベル,Question,Answers,Comment
N2,"<h2>〜からいうと / 〜からいって / 〜からいえば</h2>筆記試験の点<strong>からいうと</strong>、トムさんの方がジョンさんよりも上だが、会話はジョンさんの方が上手だ。
模擬試験の結果<strong>からいうと</strong>、ジョンさんはN１に合格できるだろう。
ワンさんの性格<strong>からいうと</strong>、無断で欠席するはずがないですが。何かあったのだろうか。
A：今度の試合、４番は誰がいいと思う？<br>B：実力<strong>からいって</strong>、木村さんがいいと思います。
A：夏休みにフィリピンへ英語留学しようと思ってるんだけどどう思う。<br>B：いいと思うよ。でも、僕の経験<strong>からいうと</strong>、留学前に基本的な文法や単語は復習しておいたほうがいいよ。",,"<h2>〜からいうと / 〜からいって / 〜からいえば</h2><strong>[意味]</strong>
〜を考えると / 〜から判断すると
<strong>[接続]</strong>
N + からいうと
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>〜からして</h2>この家は玄関<strong>からして</strong>立派だ。きっと、お金持ちが住んでいるんだろう。
この本はタイトル<strong>からして</strong>つまらなさそうだ。
彼は言葉遣い<strong>からして</strong>生意気だ。
新しい先生は顔つき<strong>からして</strong>怖そうだ。",,"<h2>〜からして</h2><strong>[意味]</strong>
①１つの例を出して、その例が～なのだから、他も～であると言いたい時に使う。<br>②〜から判断して
<strong>[接続]</strong>
N +　からして
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
マイナスの評価をすることが多い。"
N2,"<h2>〜からすると / 〜からすれば</h2>ネイティブの日本人<strong>からすると</strong>、トムさんの日本語はまだまだです。
ラーメンを食べるときにに音を出す習慣は外国人<strong>からすると</strong>、考えられないことだそうです。
あの服装<strong>からすると</strong>、彼はおそらくデザイナーでしょう。
今度のJLPTですが、今の皆さんの実力<strong>からすると</strong>問題なく合格できるでしょう。
お金の持ちのトムさんを羨む人が多いですが、私<strong>からすると</strong>最低限生活できるお金があれば幸せなので、何とも思いません。
フィリピンでトイレットペーパーが流せないなんて、日本人<strong>からすると</strong>信じられないことかもしれない。
",,"<h2>〜からすると / 〜からすれば</h2><strong>[意味]</strong>
〜の立場で考えると
<strong>[接続]</strong>
N + からすると
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>〜からといって</h2>海外に住んだ<strong>からといって</strong>、英語がペラペラになるとは限らない。
日本語が話せる<strong>からといって</strong>、日本語が教えられるとは限らない。
１０年以上車を運転している<strong>からといって</strong>、事故を起こさないとは限らない。
大企業に入社できた<strong>からといって</strong>、幸せになれるとは限らない。
N1を持っている<strong>からといって</strong>、上手に話せるとは限らない。
N1に１回で合格できなかった<strong>からといって</strong>、そんなに落ち込む必要はないよ。私なんて３回目でやっと受かったんだから。
いつも行列だ<strong>からといって</strong>、美味しいとは限らない。
話題の映画だ<strong>から</strong><strong>といって</strong>、おもしろいとは限らない。
お金持ちだ<strong>からといって</strong>、幸せだとは限らない。
日本人だ<strong>からといって</strong>、正しく敬語を使えるとは限らない。
有名大学を出た<strong>からといって</strong>、必ずしも頭が良いとは言えない。
若い<strong>からといって</strong>、仕事ができないとは限らない。
暑い<strong>からといって</strong>、毎日クーラーが効きすぎた部屋の中にいると健康によくないよ。
野菜が嫌いだ<strong>からといって</strong>、食べないのはよくないよ。
間違えるのが怖い<strong>からといって</strong>、授業中に何も話さないのはよくないよ。",,"<h2>〜からといって</h2><strong>[意味]</strong>
<div>たとえ〜という理由があっても</div>
<strong>[接続]</strong>
普通形 + からといって
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
文末には「〜とは限らない」や「〜わけではない」、「〜とはいえない」などの部分否定の表現使われることが多い。"
N2,"<h2>〜気味</h2>最近、ナタポンさんは疲れ<strong>気味</strong>で、授業中によく居眠りをしています。
ちょっと遅れ<strong>気味</strong>なので、補習授業を行いましょう。
社会人になってから、全然運動しなくなったので、最近太り<strong>気味</strong>だよ。
１年前は大人気だった彼女の人気も、最近では下がり<strong>気味</strong>だね。
ちょっと風邪<strong>気味</strong>なので、早めに帰らせていただけませんか。
トムさんは発表する時、ちょっと緊張<strong>気味</strong>だった。
最近ちょっと貧血<strong>気味</strong>で、立つとめまいがするんです。
先生、最近下痢<strong>気味</strong>なんですが、どうしたらいいですか。",,"<h2>〜気味</h2><strong>[意味]</strong>
いつもと違って、少し〜の感じがする<br>ネガティブな言葉として使われる。
<strong>[接続]</strong>
V（ます形）ます&nbsp;+ 気味<br>N + 気味
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>文型１：〜きり</h2>息子は今日、出かけた<strong>きり</strong>、夜になっても帰ってこないのでとても心配です。
彼女とは別れた<strong>きり</strong>、一度も会っていない。
田中さんは５年前にマレーシアへ行った<strong>きり</strong>、そのままマレーシアに定住してしまった。
ジョンさんは３０分前にトイレに入った<strong>きり</strong>、全然出てきません。
５年前に海外旅行をした<strong>きり</strong>、一度も海外へ行っていない。
鈴木さんと昨日、電話した<strong>きり</strong>会っていない。
昨日の夜ご飯を食べた<strong>きり</strong>、今日は何も食べていない。
父は病気で寝た<strong>きり</strong>になってしまった。
大学時代のクラスメイトとは卒業した<strong>きり</strong>会っていない。",,"<h2>文型１：〜きり</h2><strong>[意味]</strong>
""〜してから、そのままずっと""<br>ある行為が行われてから、その後繰り返されていないことを表す。
<strong>[接続]</strong>
V（た形） + きり
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>文型２：〜きり</h2>今度、二人<strong>きり</strong>で食事しない？
明日、国へ帰るので日本での生活もあと一日<strong>きり</strong>だ。
一度<strong>きり</strong>の人生をどう生きるかは個人の自由だ。
海外へは一度<strong>きり</strong>しか行ったことがない。
クリスマスの夜に一人<strong>きり</strong>は寂しいなあ。",,"<h2>文型２：〜きり</h2><strong>[意味]</strong>
〜だけ
<strong>[接続]</strong>
N + きり
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
数量詞について「〜だけ」と言いたい時に使う。「これ」「それ」「あれ」にも使うことができる。"
N2,"<h2>くせに / くせして</h2>あいつ男の<strong>くせに</strong>、よく泣くよなぁ。
彼女がいる<strong>くせに</strong>、何で他の女と遊ぶんだよ。
彼は何もしない<strong>くせに</strong>、いつも口だけは達者なんだよな。
自分では何もできない<strong>くせに</strong>、人の悪口ばかり言うのは良くないよ。
あいつ、たくさん勉強した<strong>くせに</strong>、いつも「勉強してない」と嘘をついて高得点をとるんだよなぁ。
斎藤さんは日本人の<strong>くせに</strong>、日本語が変なんだよな。
彼はお金をたくさん持っている<strong>くせに</strong>、一度だっておごってくれたことがない。
彼女は１年前からダイエットしていると言っていた<strong>くせに</strong>、何一つ変わってないよ。
彼は料理ができない<strong>くせに</strong>、私の作る料理にいつも厳しい。
山下さんは貧しい<strong>くせに</strong>、いつもブランドの物を身につけてお金があるふりをする。
男の<strong>くせに</strong>泣くなんて、みっともないよ。
もう嘘はつかないって言った<strong>くせに</strong>。何回目よ！
のび太の<strong>くせに</strong>生意気だぞ！
",,"<h2>くせに / くせして</h2><strong>[意味]</strong>
<div>〜という立場・身分なのに<br><br></div><div>・逆接を表す「〜のに」と似た表現だが、「〜のに」には不満の気持ちが含まれている。<br>・「〜くせに」は<strong>相手を侮辱したり、非難する時</strong>にも使われる。<br>・「くせして」はくだけた会話で使う。<br>・「本当は嬉しいくせに」のように<strong>相手をからかう時</strong>にも使われる。</div>
<strong>[接続]</strong>
V（辞書形） + くせに<br>ナAな + くせに<br>Nの + くせに
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
・自分のことには使えない。（主語は自分以外）<br>・マイナスのことに使う。<br>・人以外には使えない。"
N2,"<h2>〜くらいなら</h2>あの先生の授業を受ける<strong>くらいなら</strong>、自分で勉強したほうが効率がいい。
何もしないで後悔する<strong>くらいなら</strong>、行動して後悔したほうがいい。
結婚して自由がなくなる<strong>くらいなら</strong>、独身のほうがいい。
転勤する<strong>くらいなら</strong>、いっそ会社を辞めます。
彼女の料理を食べる<strong>くらいなら</strong>、コンビニの弁当のほうがいい。
仕事のストレスで体を壊す<strong>くらいなら</strong>、会社を辞めて転職したほうがいいと思う。
",,"<h2>〜くらいなら</h2><strong>[意味]</strong>
<div>〜よりも、むしろ・・・のほうがいい。<br><br></div><div>話し手が「悪い」、「嫌だ」と思っていることを、他と比べる表現。</div>
<strong>[接続]</strong>
<div>V（辞書形） + くらいなら</div>
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
<strong>[よく一緒に使う言葉]</strong><br>・〜ほうがいい<br>・〜ほうがましだ"
N2,"<h2>〜げ</h2>彼の表情は少し、悲し<strong>げ</strong>だった。
彼女は寂し<strong>げ</strong>に、一人で公園のベンチで座っていた。
彼は得意<strong>げ</strong>な顔で、みんなにテストの結果を見せた。
トムさんは国のニュースを見て、少し不安<strong>げ</strong>だった。
彼はいつも自信なさ<strong>げ</strong>に答える。
怪し<strong>げ</strong>な人が家の回りをウロウロしている。
彼は何か言いた<strong>げ</strong>な様子だったが、何も言わずに部屋を出て行った。
向こうでみんなが楽し<strong>げ</strong>に、何か話している。
もう、こんな事で腹を立てるなんて、大人<strong>げ</strong>ないよ。
会議のあと、彼はいかにも不満<strong>あり</strong><strong>げ</strong>な表情を浮かべた。",,"<h2>〜げ</h2><strong>[意味]</strong>
<div>〜そうだ / 〜そうな様子だ<br><br></div><div><strong>人の気持ちを表す言葉について</strong>、「そのような様子である」と言いたい時に使われる。<br>目上の人の様子をいう時にはあまり使わない。</div>
<strong>[接続]</strong>
<div>イAい&nbsp;+ げ<br>ナAだ&nbsp;+ げ<br><br></div><div>名詞や動詞に接続することもあるが、使えるものは限定的。</div>
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>〜ことだ</h2>日本語が上手になりたかったら、毎日話す<strong>ことだ</strong>。
悔しかったら、もっと強くなる<strong>ことだね</strong>。
痩せたかったら、間食をやめる<strong>ことだ</strong>。
壊れて困るのなら、最初から持ってこない<strong>ことだね</strong>。
健康が心配なら、もっと野菜を食べる<strong>ことだね</strong>。",,"<h2>〜ことだ</h2><strong>[意味]</strong>
〜しなさい / 〜したほうがいい<br>〜するな / 〜しないほうがいい<br><br>助言や忠告をする時に使う表現。
<strong>[接続]</strong>
V（辞書形 / ナイ形） + ことだ
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
目上の人に対しては使わない"
N2,"<h2>〜ことだし</h2>せっかく海外にいる<strong>ことだし</strong>、日本食じゃないものを食べようよ。
天気もいい<strong>ことだし</strong>、今日は外で遊ぼうよ。
試験も終わった<strong>ことだし</strong>、今からカラオケいかない？
雨も止んだ<strong>ことだし</strong>、そろそろ帰るか。",,"<h2>〜ことだし</h2><strong>[意味]</strong>
<div>ので / から<br><br></div><div>軽い理由を表す言い方。</div>
<strong>[接続]</strong>
V（普通形）＋ことだし<br>ナA（普通形）＋ことだし<br>Nの＋ことだし&nbsp;
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>〜ことなく</h2>プロジェクトの進捗が遅れているので、休日も休む<strong>ことなく</strong>働いている。
同僚は同期にも相談する<strong>ことなく</strong>会社を辞めてしまった。
ロウソクの火は消える<strong>ことなく</strong>、朝までついていた。
納期が近いので、土日も休む<strong>ことなく</strong>働いています。
彼は最後まであきらめる<strong>ことなく</strong>、頑張った。
夫は私に相談する<strong>ことなく</strong>、勝手に保険の契約をした。
この時計は１０年止まる<strong>ことなく</strong>、動き続けている。
他の会社から今の給料より高い金額でオファーが来たので、迷う<strong>ことなく</strong>会社を辞めた。",,"<h2>〜ことなく</h2><strong>[意味]</strong>
<div>〜ないで<br><br></div><div>硬い表現なので、日常的なことに使うと違和感のある文になる場合がある。<br>（例）私はコーヒーを飲むとき、砂糖を入れることなく飲みます。</div>
<strong>[接続]</strong>
V（辞書形）+ことなく
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>〜ことだろう / 〜ことか</h2>会社の先輩との飲み会は楽しくないのに、友達との飲み会はなんて楽しい<strong>ことだろう</strong>。
この参考書を何年使ってきた<strong>ことだろう</strong>。本当に役に立った。
言葉が通じないし、日本では買えたものがこっちでは買えないし、初めて海外に住んで、なんて不便な<strong>ことか</strong>と思った。
５回目の受験にして、ようやくJLPT N1に合格したジョンさんは、どんなに嬉しかった<strong>ことだろう</strong>。
交通事故で息子を亡くした〇〇さんは、どんなに悲しかった<strong>ことか</strong>。
なんという<strong>ことでしょう</strong>。ゴミ屋敷だった家が、プロの手によって１日で綺麗になりました。
",,"<h2>〜ことだろう / 〜ことか</h2><strong>[意味]</strong>
<div>非常に〜だと感じる。<br><br></div><div>話し手が感情を込めて言う表現。</div>
<strong>[接続]</strong>
普通形 + ことだろう
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
①「なんと」、「なんて」、「どれほど」、「どんなに」などと一緒によく使われる。<br>②書き言葉は「～ことか」、話し言葉は「～ことだろう」、「～ことでしょう」が使われる。"
N2,"<h2>〜ことになると / 〜こととなると</h2>田中さんはアクション映画<strong>のこととなると</strong>、話が止まらなくなる。
部長はいつも怖いが愛猫<strong>のことになると</strong>、優しくなる。
父は食事のマナー<strong>のことになると</strong>、とてもうるさいです。
お金<strong>のことになると</strong>、いつも妻とけんかしてしまいます。",,"<h2>〜ことになると / 〜こととなると</h2><strong>[意味]</strong>
<div>～の話題になると&nbsp;/&nbsp;～の話になると<br><br></div><div>〜の話題について話すと、ある人の態度が急に変わることを表す表現</div>
<strong>[接続]</strong>
N + のことになると<br>V（辞）+ことになると
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>〜ことに（は）</h2>悔しい<strong>ことに</strong>、１点差で試合に負けてしまった。
嬉しい<strong>ことに</strong>、来年から夢だったアメリカで働けることになった。
ラッキーな<strong>ことに</strong>、旅行中は一度も雨が降らなかった。
残念な<strong>ことに</strong>、クラスでトムさんだけが、試験に落ちてしまった。
困った<strong>ことに</strong>、高速道路を走っているときに車が故障して動かなくなってしまった。
ワンさんは日本語の勉強を初めて、まだ１年なのに、驚いた<strong>ことに</strong>、JLPT N1に合格してしまった。
悲しい<strong>ことに</strong>、大切に育てていたペットが事故で死んでしまった。
",,"<h2>〜ことに（は）</h2><strong>[意味]</strong>
とても〜で
<strong>[接続]</strong>
V（タ形）＋ことに<br>イAい + ことに<br>ナAな&nbsp;＋ ことに
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
<div>①話し手が感じたことを強調して言う時に使う。<br>②この文型と一緒に使われる言葉は限定される。<br>③<strong>後ろに意志を表す文はこない。</strong>現実のことや終わったことなどが来る。<br><br></div><div><strong>[よく一緒に使われる言葉]</strong><br>・驚いた<br>・悲しい<br>・おもしろい<br>・残念な<br>・悔しい<br>・困った<br>・嬉しい<br>・ありがたい</div>"
N2,"<h2>〜ざるを得ない</h2>他に代わりの先生がいないので、今日は私が教え<strong>ざるを得ない</strong>。
エコノミークラスを予約したかったが、どこも空席がないので、ビジネスクラスを予約せざるを得ない。
明日のテストの成績が悪いと、留年が決定するので、今日は徹夜してでも勉強せ<strong>ざるを得ない</strong>。
足が痛く、歩ける状況ではないので、病院へ行か<strong>ざるを得ない</strong>。
急な出張が入ったため、今夜の新人歓迎会は断ら<strong>ざるを得ない。</strong>
大学へ進学したいが、家が貧しく学費を払える状況でもないので、諦め<strong>ざる</strong><strong>を得ない</strong>。
今日は休みだが、システムトラブルでお客様の業務ができない状況なので、出社せ<strong>ざるを得ない</strong>。
彼は性格はとても悪いが、仕事はすごく、お客様からの評価も高いので、彼の実力を認め<strong>ざるを得ない</strong>。
他に誰もやる人がいないのであれば、私がやら<strong>ざるを得ない</strong>。
この結果は、正直失敗だと言わ<strong>ざるを得ない</strong>。
台風が迫っているので、コンサートを中止にせ<strong>ざるを得ない</strong>。",,"<h2>〜ざるを得ない</h2><strong>[意味]</strong>
<div>～しなければならない / どうしても〜する必要がある。<br><br></div><div>そのことはしたくないが、避けられない状況でどうしてもする必要があるということを表す。</div>
<strong>[接続]</strong>
V（ナイ形）&nbsp;+ ざるを得ない<br>※「する」、「来る」は例外で「せざるを得ない」、「来ざるを得ない」となる。
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>次第</h2>定員になり<strong>次第</strong>、受付を終了いたします。
スケジュールが決まり<strong>次第</strong>、ご連絡いたします。
信号が変わり<strong>次第</strong>、発車いたします。
会議が終わり<strong>次第</strong>、すぐに向かいます。
落とし物が見つかり<strong>次第</strong>、ご連絡いたします。
状況が確認でき<strong>次第</strong>、お知らせいたします。
準備が整い<strong>次第</strong>、向かいます。
新しい情報が入り<strong>次第</strong>、番組内でお伝えします。
わかり<strong>次第</strong>、すぐにご連絡いたします。
さぁ、みんな準備して。天候が回復し<strong>次第</strong>、出発するわよ。",,"<h2>次第</h2><strong>[意味]</strong>
〜したらすぐに / 〜が終わったらすぐに
<strong>[接続]</strong>
Vます + 次第
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>〜次第だ / 〜次第で</h2>JLPTに受かるかどうかは、君たちの努力<strong>次第だ</strong>。
日曜のイベントに参加するかどうかは天気<strong>次第かなぁ</strong>。
アメリカでは身を守るために銃の所持を許可されているが、使い方<strong>次第では</strong>人を殺すための道具にもなる。
日本語は言葉の使い方<strong>次第で</strong>、相手を怒らせてしまうこともあるので難しいです。
人気アーティストのチケットを応募したけど、当選するかどうかは運<strong>次第だ</strong>。
幸せになれるかどうかはあなたの行動<strong>次第じゃないの</strong>？
奨学金が受けられるかどうかはあなたの成績<strong>次第だ</strong>。
世の中はお金<strong>次第で</strong>、たいていのことはどうにでもなる。
家賃<strong>次第で</strong>、このアパートにするかどうか決める。
コンサートを延期するかどうかは、状況<strong>次第だ</strong>。",,"<h2>〜次第だ / 〜次第で</h2><strong>[意味]</strong>
〜によって決まる
<strong>[接続]</strong>
N + 次第だ / 次第で
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>〜次第だ</h2>御社の理念に共感し、応募した<strong>次第です</strong>。
システムトラブルが起こったと聞いて、急いで戻ってきた<strong>次第です</strong>。
ぜひ山下様の力を貸していただきたく、本日参った<strong>次第です</strong>。
詳しい内容につきましては、後ほどご説明する<strong>次第です</strong>。",,"<h2>〜次第だ</h2><strong>[意味]</strong>
〜わけだ / 〜という事情だ
<strong>[接続]</strong>
V（普通形）+ 次第だ<br>イA（普通形）+ 次第だ<br>ナAである + 次第だ<br>Nである + 次第だ
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>〜末に&nbsp;</h2>色々悩んだ<strong>末</strong>、もうしばらくこの会社で頑張ってみることにしました。
色々と考えた<strong>末</strong>、大学を卒業したら国へ帰ることにした。
二年浪人した<strong>末に</strong>、やっと医学部に合格できた。
試合は巨人と阪神の激しい戦いの<strong>末</strong>、巨人がサヨナラホームランで勝利した。
さんざん検討した<strong>末に</strong>出した結論ですので、後悔はありません。
妻とはしっかりと話し合った<strong>末に</strong>、離婚することになった。
試行錯誤の<strong>末に</strong>、完成した製品がこちらです。
警察は５時間に及ぶ説得の<strong>末</strong>、何とか銀行に立て篭もる男性を捕まえることができた。
私は何度も転職を繰り返した<strong>末</strong>、今は自分の会社を作って働いています。",,"<h2>〜末に&nbsp;</h2><strong>[意味]</strong>
色々〜したけど、最終的に。
<strong>[接続]</strong>
V（タ形） + 末に<br>Nの + 末に　※Nはする動詞のN
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
末にの「に」は省略可能。"
N2,"<h2>〜ずじまい</h2>ジョンさんとはケンカしてから、仲直りでき<strong>ず</strong><strong>じまい</strong>で卒業してしまった。
見たいと思っていた映画の上映が終わってしまった。忙しくてなかなか時間が作れず、見<strong>ずじまい</strong>だった。
たくさん本を買ったけど、結局読ま<strong>ずじまい</strong>で売ってしまった。
せっかく日本へ旅行したのに、日本料理を食べ<strong>ずじまい</strong>で帰ることになった。
旅行ガイドを持っていったが、使わ<strong>ずじまい</strong>だった。
今年こそ彼女を作ろうと思っていたが、結局作れ<strong>ずじまい</strong>で男友達とクリスマスを過ごすことになった。
気になっている子に「好きだ！」と言え<strong>ずじまい</strong>で、卒業してしまった。
結局彼がどうして怒っていたのか、わから<strong>ずじまい</strong>だった。
「今年こそ絶対痩せる」と目標を立てたが、ダイエットせ<strong>ずじまい</strong>で終わってしまった。
友達から「今度、東京に行くから、会えたら会おう！」と連絡が来たが、結局会え<strong>ずじまい</strong>だった。
夏に向けて、水着を買ったものの、結局一度も着<strong>ずじまい</strong>だった。",,"<h2>〜ずじまい</h2><strong>[意味]</strong>
<div>〜しないで終わる<br><br></div><div>「しようと思っていたことをしないまま、終わってしまった」と言いたい時に使う。</div>
<strong>[接続]</strong>
V（ナイ形）ない&nbsp;+ ずじまい<br>※しない → せずじまい
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
①「ずじまい」の「ず」は否定を表し「じまい」は「終わり」を表す。<br>②残念な気持ち、後悔の気持ちが含まれることが多い。"
N2,"<h2>〜ずにはいられない / 〜ないではいられない</h2>この店のカレーはとても辛い。ちょっと食べたら、水を飲ま<strong>ずにはいられない。</strong>
この映画を見ると、誰でも感動せ<strong>ずにはいられない</strong>だろう。
さっき蚊に刺されたところが痒くて、かか<strong>ずにはいられない</strong>。
友達がいじめられているところを見たので、何か言わ<strong>ずにはいられなかった</strong>。
あまりに暑くて、ジャケットを脱が<strong>ずにはいられなかった</strong>。
彼の困った顔がおかしくて、笑わ<strong>ずにはいられなかった</strong>。
たばこをやめたいんですが、見ると、吸わ<strong>ずにはいられない</strong><strong>んです</strong>。
おもしろそうなアニメを見つけると、見<strong>ずにはいられない</strong>んです。
私はわからないことがあると、辞書やインターネットですぐに調べ<strong>ずにはいられない</strong>性格だ。
ストレスがたまっていて、もう酒を飲ま<strong>ずにはいられない</strong>。",,"<h2>〜ずにはいられない / 〜ないではいられない</h2><strong>[意味]</strong>
<div>どうしても〜しないでいることはできない。/ どうしても〜してしまう。</div><div>身体的に我慢できない場合や、ものごとの様子や事情を見て、話し手の心の中で「〜したい」という気持ちが起こり、意志の力で抑えられない時に使う。</div>
<strong>[接続]</strong>
Vない&nbsp;+ ずにはいられない（*しない→せずにはいられない）
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>〜そうにない / 〜そうもない</h2>先生、明日までに宿題ができ<strong>そうにないんですが</strong>、もう少し待っていただけませんか。
店長、大雨の影響で出勤でき<strong>そうにないんですが</strong>、どうすれば良いでしょうか。
すみません、今日中に終わり<strong>そうにないんですが</strong>、明日でもよろしいでしょうか。
あ、もしもし。仕事がまだ終わり<strong>そうにないので</strong>、先にご飯食べておいて。
部長は１時間以上も話しているが、まだまだ終わり<strong>そうもない</strong>。
風邪を引いてしまったので、今夜の飲み会には参加でき<strong>そうもない</strong>。
",,"<h2>〜そうにない / 〜そうもない</h2><strong>[意味]</strong>
<div>できる可能性が低いことを表す。</div><div>話し手が状況から判断して言う表現。</div>
<strong>[接続]</strong>
V (ます形)ます&nbsp;+ そうにない<br>V (可能形)られる&nbsp;+ そうにない
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>〜だけあって / 〜だけのことはあって</h2>山下さんは５年アメリカに住んでいた<strong>だけあって</strong>、とても英語が上手だ。
木村さんは３年間、マレーシアに住んでいた<strong>だけあって</strong>、かなりマレーシアに詳しい。
この場所は有名な<strong>だけあって</strong>、たくさんの観光客が人がいる。
田中先生は日本語の先生<strong>だけあって</strong>、漢字に詳しい。
このホテルは５つ星ホテル<strong>だけあって</strong>、サービスが素晴らしい。
たくさん練習した<strong>だけあって</strong>、ジョンさんのスピーチはとても素晴らしかった。
山下さんは世界５周した<strong>だけあって</strong>、海外の文化や地理にとても詳しい。
料理教室に通っている<strong>だけあって</strong>、彼女の作る料理はとても美味しい。
彼はアナウンサー志望<strong>だけあって</strong>、話すのが上手だ。
このアパートは駅に近い<strong>だけあって</strong>、やっぱり家賃も高い。
鈴木さんは東京大学出身<strong>だけあって</strong>、頭が切れるね。
石田さんはワインが好きな<strong>だけあって</strong>、ワインについてよく知っている。",,"<h2>〜だけあって / 〜だけのことはあって</h2><strong>[意味]</strong>
〜ので、当然・・・だ。
<strong>[接続]</strong>
V（普通形） + だけあって<br>イA（普通形） + だけあって<br>ナA（普通形） + だけあって<br>N + だけあって
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
① 後ろには評価する言葉が来る。<br>② 未来文、意向文、命令文、推量文では使えない。<br>③&nbsp;<strong>感心したり、褒めたりする時に使われる傾向にある。</strong>"
N2,"<h2>〜だけに</h2>GWな<strong>だけに</strong>、いつも以上に道が混んでいる。
新しいスマホを落としてしまいました。昨日買ったばかりな<strong>だけに</strong>、本当にショックだ。
初めての海外旅行な<strong>だけに</strong>、かなり心配だ。
彼は帰国子女な<strong>だけに</strong>、英語がペラペラだ。
彼らは若い<strong>だけに</strong>、オールをしても元気だ。
このホテルは５つ星ホテルな<strong>だけに</strong>、サービスが充実している。
山下さんは日本語を20年教えている<strong>だけに</strong>、教え方がとても上手だ。
彼はアナウンサーな<strong>だけに</strong>、話し方がとても上手で聞きやすい。
彼は野球選手な<strong>だけに</strong>&nbsp;、体格がいい。
早く試験の準備をした<strong>だけに</strong>&nbsp;、いい点が取れた。",,"<h2>〜だけに</h2><strong>[意味]</strong>
〜ので、もっと・・・だ。 / 〜ので、なおさら・・・だ。
<strong>[接続]</strong>
V（普通形） + だけに<br>イA（普通形） + だけに<br>ナAな/である/ だった + だけに<br>N（な / である）/ だった + だけに
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>〜だけまし</h2>車とぶつかって私の自転車が壊れてしまったが、怪我がなかった<strong>だけましだ</strong>。
このアパートは小さくてあまり綺麗じゃないけど、会社から近い<strong>だけましだ</strong>。
ガンの手術で貯金のほとんどが無くなってしまったが、命がある<strong>だけましだ</strong>。
毎日毎日残業で大変だが、残業代が全て出る<strong>だけましだ</strong>。
嫁の料理はあまり美味しくないが、料理してくれる<strong>だけましだ</strong>。キムさんの奥さんは料理をしてくれないらしい。",,"<h2>〜だけまし</h2><strong>[意味]</strong>
良いとは言えないが、他の状況よりかまだいい
<strong>[接続]</strong>
V（普通形）+ だけまし<br>イA（普通形）+ だけまし<br>ナA（普通形）+ だけまし<br>Nである + だけまし
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
N2,"<h2>〜たて</h2>さぁ、パンは焼き<strong>たて</strong>で美味しいですよ。おひとついかがでしょうか。
やっぱり料理はでき<strong>たて</strong>が美味しいね。
その天ぷらは揚げ<strong>たて</strong>ですから、美味しいですよ。
生まれ<strong>たて</strong>の子鹿が必死に立とうと頑張っている。
昨日、初めて生まれて初めて搾り<strong>たて</strong>のミルクを飲んだ。
そこはペンキを塗り<strong>たて</strong>なので、注意してくださいね。
彼はまだ入社し<strong>たて</strong>で、とてもフレッシュだ。
付き合い<strong>たて</strong>のカップルにおすすめのデートスポット特集。
干し<strong>たて</strong>の布団はふかふかして気持ちがいい。
この市場ではとれ<strong>たて</strong>の魚を使った海鮮丼が食べられます。
しぼり<strong>たて</strong>のミルクは濃厚で美味しい。
ファブリーズであらい<strong>たて</strong>のお洗濯の香りを",,"<h2>〜たて</h2><strong>[意味]</strong>
<div>〜したばかりで<br><br></div><div>新しさ、新鮮さを強調する表現。<strong>プラスの意味で使われることが多い。</strong></div>
<strong>[接続]</strong>
V（ます形）ます&nbsp;+ たて
<strong>[JLPTレベル]</strong>
N2
<strong>[備考]</strong>
"
