JLPTレベル,Question,Answers,Comment
N5,"<h2>〜ないでください</h2>そちらの絵に触らない<strong>でください</strong>。
それは売り物ですから、座らない<strong>でください</strong>。
映画館の中で写真を撮らない<strong>でください</strong>。
後で使いますから、コンピューターの電源は切らない<strong>でください</strong>。
ここではタバコを吸わない<strong>でください</strong>。
動物にエサを与えない<strong>でください</strong>。
ここにゴミを捨てない<strong>でください</strong>。
ここに自転車をとめない<strong>でください</strong>。
授業中に寝ない<strong>でください</strong>。
すみません、窓を開けない<strong>でください</strong>。
今日はお風呂に入らない<strong>でください</strong>。
<div>ちょっと、押さない<strong>でくださいよ</strong>。</div>
そこには入らない<strong>でください</strong>。
図書館では食べたり、飲んだりしない<strong>でください</strong>。
図書館では、うるさくしない<strong>でください</strong>。",,"<h2>〜ないでください</h2><strong>[意味]</strong>
何かをしないように指示する表現。
<strong>[接続]</strong>
<div>V(ない形) + ないでください<br><br></div><div>のむ →　のまないでください<br>たべる → たべないでください<br>みる → みないでください</div>
<strong>[JLPTレベル]</strong>
N5
<strong>[備考]</strong>
"
N5,"<h2>AながらB</h2>日本語の<ruby>勉強</ruby>をし<strong>ながら</strong>テレビを<ruby>見</ruby>ます。
<ruby>電話</ruby>し<strong>ながら</strong><ruby>車</ruby>を運転してはいけません。
新聞を読み<strong>ながら</strong>朝ごはんを食べます。
テレビを<ruby>見</ruby><strong>ながら</strong><ruby>朝</ruby>ごはんを<ruby>食</ruby>べます。
歌い<strong>ながら</strong>掃除します。
音楽を聞き<strong>ながら</strong>散歩します。
<div>ギターを弾き<strong>ながら</strong>歌えますか。</div>
携帯をし<strong>ながら</strong>トイレをします。
友達とお酒を飲み<strong>ながら</strong>話します。
ポップコーンを食べ<strong>ながら</strong>映画を見ます。
本を見<strong>ながら</strong>料理します。
話を聞き<strong>ながら</strong>メモします。
アルバイトをし<strong>ながら</strong><ruby>大学</ruby>で<ruby>勉強</ruby>しています。
絵を見<strong>ながら</strong>質問を聞いてください。
ちょっとスタバでコーヒーでも飲み<strong>ながら</strong>、話しませんか。",,"<h2>AながらB</h2><strong>[意味]</strong>
<ruby>同</ruby>じ人が、AとBの２つのことを<ruby>同時</ruby>にする。
<strong>[接続]</strong>
Vマス&nbsp;+ ながら<br>Vには原則、瞬間動詞が使えない。
<strong>[JLPTレベル]</strong>
N5
<strong>[備考]</strong>
"
N5,"<h2>〜なくてもいい</h2><div>やったー。明日は休みだから、学校に行か<strong>なくてもいい</strong>。</div>
前のテストで８０点以上とった人は、補習授業を受け<strong>なくてもいいです</strong>。
この漢字はまだ書け<strong>なくてもいいです</strong>。読めれば大丈夫です。
小学生以下はお金を払わ<strong>なくていいです</strong>。
今日は晴れるので、傘を持って行か<strong>なくてもいいですよ</strong>。
私の国では家に入るとき、靴を脱が<strong>なくてもいいです</strong>。
コンサートのチケットをもらったんですが、一緒に<strong>見ませんか</strong>。
明日は学校に来<strong>なくていいですよ</strong>。休みになりましたから。
お腹がいっぱいでしたら、無理に食べ<strong>なくてもいいですよ</strong>。
ここには何も書か<strong>なくてもいいです</strong>。
そんなこと言わ<strong>なくてもいいじゃん</strong>。",,"<h2>〜なくてもいい</h2><strong>[意味]</strong>
〜する必要がない。
<strong>[接続]</strong>
V（ナイ形）ない&nbsp;+ くてもいい
<strong>[JLPTレベル]</strong>
N5
<strong>[備考]</strong>
"
N5,"<h2>〜なければならない</h2>今日中に本を返さ<strong>なければなりません</strong>。
飛行機に乗る時はパスポートを見せ<strong>なければなりません</strong>。
<div>明日は学校でイベントがありますから、８時までに学校に行か<strong>なければなりません</strong>。</div>
もうすぐテストですから、勉強し<strong>なければなりません</strong>。
今日の５時までにレポートを出さ<strong>なければなりません</strong>。
先生、明日までにこの課の漢字を全部覚え<strong>なければなりませんか</strong>。
<div>日本では家に入る時、靴を脱が<strong>なければなりません</strong>。</div>
車に乗る時はシートベルトをし<strong>なければなりません</strong>。
明日の会議では私が発表し<strong>なければなりません</strong>。
仕事がまだ終わらないので、残業し<strong>なければなりません</strong>。
この薬を毎日飲ま<strong>なければならない</strong>。",,"<h2>〜なければならない</h2><strong>[意味]</strong>
〜する義務がある / 〜する必要がある
<strong>[接続]</strong>
V（ナイ形)ない&nbsp;+ ければならない
<strong>[JLPTレベル]</strong>
N5
<strong>[備考]</strong>
質問文「〜なければなりませんか」に対して、「いいえ」で答える場合「〜なくてもいいです」の文型が使われる。"
N5,"<h2>〜なる</h2><div>５年ぶりに会ったけど、だいぶ背が高<strong>くなったね</strong>。</div>
６月に入って、ちょっと暑<strong>く</strong><strong>なったね</strong>。
暗<strong>く</strong><strong>なって</strong>きましたね。そろそろ帰りましょうか。
全然、散髪に行ってないので、髪が長<strong>くなりました</strong>。
薬を飲んだので、だいぶ良<strong>くなりました</strong>。
もっと<strong>強くなる</strong>ためには、毎日、運動する必要がある。
<div>２年間、日本語を勉強して、日本語がだいぶ上手<strong>に</strong><strong>なりました</strong>。</div>
見ないうちに、綺麗<strong>に</strong><strong>なりましたね</strong>。
掃除したので、部屋が綺麗<strong>になりました</strong>。
納豆が好き<strong>になりました</strong>。
１０年前に比べて、この街は賑やか<strong>になりました</strong>。
今年、私は２０歳<strong>になります</strong>。
今週末のイベントは中止<strong>になりました</strong>。
彼は宝くじに当たって、お金持ち<strong>になりました</strong>。
9時<strong>になったら</strong>、テストを始めましょう。",,"<h2>〜なる</h2><strong>[意味]</strong>
状態の変化を表す。Aという状態が変わり、Bという状態に変化する。
<strong>[接続]</strong>
イAく ＋ なる<br>ナAに + なる<br>Nに + なる
<strong>[JLPTレベル]</strong>
N5
<strong>[備考]</strong>
"
N5,"<h2>〜に行きます / 来ます / 帰ります</h2>コンビニへ水を買い<strong>に行きます</strong>。
昨日、デパートへ服を買い<strong>に行きました</strong>。
モールへ映画を見<strong>に行きます</strong>。
図書館へ本を借り<strong>に行きます</strong>。
家へ忘れ物を取り<strong>に帰ります</strong>。
郵便局へ手紙を出し<strong>に行きます</strong>。
京都へ友達に会い<strong>に行きます</strong>。
動物園へパンダを見<strong>に行きます</strong>。
明日、デパートへ買い物<strong>に行きます</strong>。
レストランへ食事<strong>に行きます</strong>。
川へ釣り<strong>に行きます</strong>。
公園へ花見<strong>に行きます</strong>。
アメリカへ出張<strong>に行きます</strong>。
日本へ日本語の勉強<strong>に来ました</strong>。
公園へ散歩<strong>に行きます</strong>。",,"<h2>〜に行きます / 来ます / 帰ります</h2><strong>[意味]</strong>
その場所へ行く目的を表す。
<strong>[接続]</strong>
N（場所）へ +&nbsp; V（ます形）ます　+ に行きます / 来ます / 帰ります<br>N1（場所）へ +&nbsp; N2　+ に行きます / 来ます / 帰ります&nbsp; ※N2はする動詞のN
<strong>[JLPTレベル]</strong>
N5
<strong>[備考]</strong>
"
N5,"<h2>〜はどうですか</h2>日本料理<strong>は</strong><strong>どうですか</strong>。美味しいですか。
映画<strong>は</strong><strong>どうでしたか</strong>。面白かったですか。
旅行<strong>はどうでしたか</strong>。楽しかったですか。
日本の生活<strong>は</strong><strong>どうですか</strong>。
仕事<strong>はどうですか</strong>。
最近<strong>どう</strong>？
調子は<strong>どうですか</strong>。
日本語の勉強<strong>は</strong><strong>どうですか</strong>。
日本のトイレ<strong>はどうですか</strong>。
学校<strong>はどうですか</strong>。楽しいですか。
僕の日本語<strong>はどう</strong>？ 間違ってない？
<div>日本の電車<strong>はどうですか</strong>。</div>",,"<h2>〜はどうですか</h2><strong>[意味]</strong>
相手に意見や印象、感想など聞く時に使う。
<strong>[接続]</strong>
N + はどうですか
<strong>[JLPTレベル]</strong>
N5
<strong>[備考]</strong>
"
N5,"<h2>AはBより・・・です。</h2>エベレスト山は富士山<strong>より</strong>高いです。
トムさんはジェームスさん<strong>より</strong>背が高いです。
中国は日本<strong>より</strong>大きいです。
豚肉は牛肉<strong>より</strong>安いです。
このかばんはそのかばん<strong>より</strong>重いです。
台湾はシンガポール<strong>より</strong>も近いです。
田中さんは木村さん<strong>より</strong>歌が上手です。
電車はバス<strong>より</strong>速いです。
漢字はカタカナ<strong>より</strong>難しいです。
休日は平日<strong>より</strong>人が多いです。
今日は昨日<strong>より</strong>忙しいです。",,"<h2>AはBより・・・です。</h2><strong>[意味]</strong>
２つの物を比較する表現。
<strong>[接続]</strong>
N1は　N2より　Adjectiveです
<strong>[JLPTレベル]</strong>
N5
<strong>[備考]</strong>
"
N5,"<h2>〜前に</h2>旅行する<strong>前に</strong>、観光地やオススメのレストランなどを調べておきます。
バスに乗る<strong>前に</strong>、薬を飲んでおきます。
寝る<strong>前に</strong>、少し日本語を勉強します。
先生に聞く<strong>前に</strong>、自分で調べてみます。
デートの<strong>前に</strong>、シャワーを浴びます。
食事の<strong>前に</strong>、手を洗いなさい。
３年<strong>前に</strong>、日本に来ました。
５年<strong>前に</strong>、彼女と出会いました。",,"<h2>〜前に</h2><strong>[意味]</strong>
２つの行為のうち、どちらを先に行うかを表す時に使う表現。
<strong>[接続]</strong>
V（辞書形）+ 前に<br>N + の前に<br>N（期間） + 前に
<strong>[JLPTレベル]</strong>
N5
<strong>[備考]</strong>
昨日、今日、去年、今年、先月などの数字を伴わない時間表現には使えない。"
N5,"<h2>〜ましょう</h2>一緒に、帰り<strong>ましょう</strong>。
飲みに行き<strong>ましょう</strong>。
図書館で一緒に勉強し<strong>ましょう</strong>。
もうこんな時間ですね。帰り<strong>ましょう</strong>。
新しいDVDを買いましたから、一緒に見み<strong>ましょう</strong>。
疲れました。ちょっと休み<strong>ましょう</strong>。
人がいっぱいですから、次のバスに乗り<strong>ましょう</strong>。
お腹が空きましたね。あそこの店で、何か食べ<strong>ましょう</strong>。
みんなで一緒に掃除し<strong>ましょう</strong>。
今晩、暇ですか。じゃあ、一緒に映画でもみ<strong>ましょう</strong>。
明日の朝は早いですから、今日は早く寝<strong>ましょう</strong>。
ちょっと暑いですね。エアコンをつけ<strong>ましょう</strong>。
ちょっと部屋が暗いですね。電気をつけ<strong>ましょう</strong>。
さぁ、授業を始め<strong>ましょう</strong>。
今日は、たくさん漢字を勉強し<strong>ましょう</strong>。",,"<h2>〜ましょう</h2><strong>[意味]</strong>
<div>①一緒に何かをするよう誘う表現（Let's）<br>②誘いを受け入れる返事をする時にも使われる表現<br><br></div><div></div><div>(例)<br>A：今晩、飲みに行きませんか。</div><div><div>B：行きましょう。</div></div>
<strong>[接続]</strong>
V（ます形）ます&nbsp; + しょう
<strong>[JLPTレベル]</strong>
N5
<strong>[備考]</strong>
"
N5,"<h2>〜ましょうか</h2>荷物を持ち<strong>ましょうか</strong>。
傘を貸し<strong>ましょうか</strong>。
タクシーを呼び<strong>ましょうか</strong>。
エアコンを消し<strong>ましょうか</strong>。
エアコンをつけ<strong>ましょうか</strong>。
写真を撮り<strong>ましょうか</strong>。
塩を取り<strong>ましょうか</strong>。
ドアを開け<strong>ましょうか</strong>。
コピーし<strong>ましょうか</strong>。
駅まで迎えに行き<strong>ましょうか</strong>。
手伝い<strong>ま</strong><strong>しょうか</strong>。
私が教え<strong>ましょうか</strong>。",,"<h2>〜ましょうか</h2><strong>[意味]</strong>
手伝いを申し出る表現。
<strong>[接続]</strong>
V(ます形)ます&nbsp;+ しょうか
<strong>[JLPTレベル]</strong>
N5
<strong>[備考]</strong>
"
N5,"<h2>〜ませんか</h2>週末、一緒に映画を<strong>見</strong><strong>ませんか</strong>。
今晩、一緒に<strong>食事しませんか</strong>。
一緒に<strong>帰りませんか</strong>。
一緒に図書館で<strong>勉強しませんか</strong>。
これから、一緒にカフェに<strong>行きませんか</strong>。
夏休み、みんなで海に<strong>行きませんか</strong>。
コンサートのチケットをもらったんですが、一緒に<strong>見ませんか</strong>。
一緒に花火大会に<strong>行きませんか。</strong>
今度の日曜日、交流会に<strong>参加しませんか</strong>。
一緒に<strong>踊りませんか</strong>。
<div>A：もうお昼ご飯を食べましたか。<br>B：いいえ、まだです。<br>A：じゃあ、一緒に<strong>食べませんか</strong>。<br>B：いいですね。食べましょう。</div>",,"<h2>〜ませんか</h2><strong>[意味]</strong>
相手を誘う表現
<strong>[接続]</strong>
V(ます形)ます&nbsp;+ せんか
<strong>[JLPTレベル]</strong>
N5
<strong>[備考]</strong>
「一緒に」とセットで使うことが多い。"
N5,"<h2>もう〜した</h2>A：<strong>もう</strong>昼ごはんを食べましたか。<br>B：はい、食べました。
A：<strong>もう</strong>宿題をしましたか。<br>B：いいえ、まだです。
A：みなさん、<strong>もう</strong>京都には行きましたか？<br>B：はい、行きました。
A：<strong>もう</strong>レポートを出しましたか。<br>B：はい、さっき出しました。
A：<strong>もう</strong>映画始まった？<br>B：ううん、まだだよ。
<strong>もう</strong>ディズニーランドへは行きましたか。
え、トムさん<strong>もう</strong>テスト終わったの？
旅行の準備は<strong>もう</strong>終わった？",,"<h2>もう〜した</h2><strong>[意味]</strong>
動作や出来事の完了を表す。
<strong>[接続]</strong>
V（肯定形 + 過去形）
<strong>[JLPTレベル]</strong>
N5
<strong>[備考]</strong>
「もう〜ましたか？」の質問にまだ完了していないことを述べる場合は「いいえ、まだです」や「いいえ、まだ〜<strong>ていません</strong>」の形で答える。"
N5,"<h2>〜をください</h2>すみません、お水<strong>をください</strong>。
ハンバーガー<strong>を</strong>２つ<strong>ください</strong>。
これ<strong>をください</strong>。
すみません、風邪薬<strong>をください</strong>。
１００円切手<strong>を</strong>２枚<strong>ください</strong>。
コーヒー<strong>をください</strong>。
すみませんが、あと５分<strong>ください</strong>。
少し考える時間<strong>をください</strong>。",,"<h2>〜をください</h2><strong>[意味]</strong>
依頼表現。<br>レストランで注文する時や、お店で商品する時などに使う。
<strong>[接続]</strong>
N + をください
<strong>[JLPTレベル]</strong>
N5
<strong>[備考]</strong>
"
N4,"<h2>〜から</h2>今日は息子の誕生日です<strong>から</strong>、早く帰ります。
日本の会社で働きたいです<strong>から</strong>、日本語を勉強しています。
明日はテストがある<strong>から</strong>、遊べません。
コーヒーを飲んだ<strong>から</strong>、今は全然眠くないです。
昨日、彼女のプレゼントを買った<strong>から</strong>、もうお金がありません。
この問題は難しいです<strong>から</strong>、私にはわかりません。
牛乳がありません<strong>から</strong>、コンビニへ買いに行きます。
野菜が嫌いです<strong>から</strong>、食べたくないです。
映画が好きです<strong>から</strong>、よくパソコンで見ています。
この本、面白い<strong>から</strong>、ぜひ読んでみて。
A：どうして昨日、来なかったの？<br>B：ごめん、忙しかった<strong>から</strong>。",,"<h2>〜から</h2><strong>[意味]</strong>
理由・原因を言う時に使う。
<strong>[接続]</strong>
文１ + から + 文２
<strong>[JLPTレベル]</strong>
N4
<strong>[備考]</strong>
"
N4,"<h2>〜間</h2>夏休みの<strong>間</strong>、実家で過ごすつもりです。
友達が髪を切っている<strong>間</strong>、私は雑誌を読んで待ちました。
地震で家具や家電が揺れている<strong>間</strong>は机の下に避難してください。
学校にいる<strong>間</strong>は、携帯電話の使用は禁止です。
授業の<strong>間</strong>は、スマホを使ってはいけません。
日本にいる<strong>間</strong>はなるべく日本語だけを使って生活するつもりです。
電車に乗っている<strong>間</strong>、ずっと英語のCDを聞いています。
子供が小さい<strong>間</strong>は、できるだけ早く帰って妻をサポートするつもりです。
友達を待っている<strong>間</strong>、椅子に座って音楽を聞いていました。
校長先生が話している<strong>間</strong>、しっかりと話を聞きましょう。
飛行機に乗っている<strong>間</strong>、ずっと寝ていました。
友達を待っている<strong>間</strong>、小説を読んでいました。
妻が晩ご飯を作っている<strong>間</strong>、私はずっとスマホでゲームをしていました。
留守の<strong>間</strong>、しばらくうちのペットを預かっていただけないでしょうか。
",,"<h2>〜間</h2><strong>[意味]</strong>
〜の期間ずっと
<strong>[接続]</strong>
V（普通形） + 間<br>イAい + 間<br>ナAな + 間<br>Nの + 間
<strong>[JLPTレベル]</strong>
N4
<strong>[備考]</strong>
「間」の後ろには継続性のある動作や状態を表す言葉が来る。"
